eta_ingresso,quota_eccesso_pct,massa_pensioni_mld,eccesso_mld,eccesso_nazionale_mld
24,1.567612073853655,11.892044896134001,0.18642113161989393,5.510226399658362
25,1.808667265939459,11.892044896134001,0.2150875232871998,6.357546157754277
27,2.085914491193547,12.327215679805,0.2571351782257356,7.332082527630263
