anno,sesso,eta,sopravviventi,probabilita_morte_per_mille,speranza_vita,fonte_id,natura_dato,note
2025,Maschi,40,98421.0,0.91433,42.695,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,41,98331.0,0.98125,41.733,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,42,98234.0,1.0951,40.774,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,43,98126.0,1.22867,39.818,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,44,98006.0,1.35905,38.866,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,45,97873.0,1.49456,37.919,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,46,97726.0,1.63086,36.975,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,47,97567.0,1.79335,36.034,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,48,97392.0,1.99087,35.098,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,49,97198.0,2.16373,34.167,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,50,96988.0,2.3229,33.24,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,51,96763.0,2.51555,32.316,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,52,96519.0,2.6978,31.397,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,53,96259.0,2.96315,30.48,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,54,95974.0,3.28455,29.569,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,55,95658.0,3.63159,28.665,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,56,95311.0,4.00744,27.768,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,57,94929.0,4.40653,26.877,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,58,94511.0,4.80004,25.994,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,59,94057.0,5.22062,25.117,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,60,93566.0,5.6417,24.246,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,61,93038.0,6.22201,23.381,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,62,92459.0,6.85877,22.524,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,63,91825.0,7.60386,21.676,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,64,91127.0,8.4199,20.839,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,65,90360.0,9.37513,20.011,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,66,89512.0,10.30807,19.196,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,67,88590.0,11.3561,18.391,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,68,87584.0,12.51877,17.596,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,69,86487.0,13.6669,16.813,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,70,85305.0,14.90786,16.039,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,71,84034.0,16.58813,15.274,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,72,82640.0,18.70951,14.523,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,73,81093.0,20.86125,13.791,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,74,79402.0,23.54907,13.074,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,75,77532.0,26.05178,12.377,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,76,75512.0,29.315,11.695,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,77,73298.0,31.43475,11.033,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,78,70994.0,34.69235,10.375,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,79,68531.0,38.89751,9.73,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,80,65866.0,44.31533,9.103,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,81,62947.0,49.99275,8.502,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,82,59800.0,58.45031,7.923,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,83,56305.0,65.80256,7.384,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,84,52600.0,73.83313,6.869,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,85,48716.0,83.07158,6.377,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,86,44669.0,91.45528,5.909,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,87,40584.0,103.21068,5.454,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,88,36395.0,117.74916,5.024,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,89,32110.0,134.25126,4.628,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,90,27799.0,150.85585,4.268,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,91,23605.0,168.98256,3.937,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,92,19616.0,188.72623,3.636,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,93,15914.0,209.64873,3.365,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,94,12578.0,230.32121,3.125,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,95,9681.0,250.48865,2.911,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,96,7256.0,270.36116,2.717,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,97,5294.0,287.48407,2.538,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,98,3772.0,304.91389,2.36,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,99,2622.0,325.65782,2.176,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,100,1768.0,355.68986,1.986,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,101,1139.0,395.67427,1.806,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,102,688.0,428.04448,1.662,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,103,394.0,461.12933,1.531,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,104,212.0,494.66445,1.414,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,105,107.0,528.36631,1.308,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,106,51.0,561.94935,1.214,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,107,22.0,595.12898,1.129,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,108,9.0,627.63907,1.053,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,109,3.0,659.23134,0.986,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,110,1.0,689.68923,0.926,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,111,0.0,718.82937,0.873,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,112,0.0,746.50791,0.825,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,113,0.0,772.61613,0.783,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,114,0.0,797.08482,0.746,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,115,0.0,819.87791,0.713,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,116,0.0,840.99284,0.684,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,117,0.0,860.45206,0.659,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,118,0.0,875.6089,0.639,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Maschi,119,0.0,892.69888,0.618,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,0,100000.0,2.28026,85.729,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,1,99772.0,0.21689,84.923,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,2,99750.0,0.14245,83.942,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,3,99736.0,0.10057,82.954,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,4,99726.0,0.07993,81.962,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,5,99718.0,0.07902,80.968,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,6,99710.0,0.08098,79.975,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,7,99702.0,0.07748,78.981,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,8,99694.0,0.07158,77.987,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,9,99687.0,0.06977,76.993,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,10,99680.0,0.06892,75.998,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,11,99673.0,0.07425,75.003,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,12,99666.0,0.08713,74.009,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,13,99657.0,0.10035,73.015,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,14,99647.0,0.10912,72.023,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,15,99637.0,0.11326,71.03,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,16,99625.0,0.11463,70.038,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,17,99614.0,0.11983,69.046,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,18,99602.0,0.13451,68.055,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,19,99588.0,0.14386,67.064,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,20,99574.0,0.14864,66.073,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,21,99559.0,0.14544,65.083,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,22,99545.0,0.14086,64.092,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,23,99531.0,0.14277,63.101,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,24,99517.0,0.15163,62.11,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,25,99502.0,0.16154,61.12,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,26,99485.0,0.17125,60.129,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,27,99468.0,0.17709,59.14,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,28,99451.0,0.18709,58.15,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,29,99432.0,0.20015,57.161,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,30,99412.0,0.22699,56.172,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,31,99390.0,0.24301,55.185,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,32,99366.0,0.25487,54.198,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,33,99340.0,0.2666,53.212,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,34,99314.0,0.29374,52.226,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,35,99285.0,0.30512,51.241,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,36,99254.0,0.33984,50.257,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,37,99221.0,0.3725,49.273,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,38,99184.0,0.43388,48.292,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,39,99141.0,0.49452,47.312,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,40,99092.0,0.55357,46.336,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,41,99037.0,0.59177,45.361,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,42,98978.0,0.64216,44.388,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,43,98915.0,0.69694,43.416,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,44,98846.0,0.79528,42.446,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,45,98767.0,0.90275,41.479,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,46,98678.0,1.02382,40.516,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,47,98577.0,1.12504,39.557,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,48,98466.0,1.20052,38.601,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,49,98348.0,1.27071,37.647,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,50,98223.0,1.34896,36.694,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,51,98090.0,1.46156,35.743,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,52,97947.0,1.58125,34.795,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,53,97792.0,1.69663,33.849,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,54,97626.0,1.8298,32.906,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,55,97447.0,1.99968,31.965,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,56,97253.0,2.17132,31.028,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,57,97041.0,2.39375,30.094,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,58,96809.0,2.67488,29.165,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,59,96550.0,2.9388,28.242,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,60,96266.0,3.238,27.324,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,61,95955.0,3.56615,26.411,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,62,95613.0,3.876,25.504,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,63,95242.0,4.22386,24.601,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,64,94840.0,4.69981,23.704,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,65,94394.0,5.23975,22.813,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,66,93899.0,5.88364,21.931,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,67,93347.0,6.60277,21.057,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,68,92730.0,7.2389,20.194,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,69,92059.0,7.87465,19.338,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,70,91334.0,8.65166,18.487,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,71,90544.0,9.53362,17.644,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,72,89681.0,10.7328,16.809,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,73,88718.0,12.02882,15.986,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,74,87651.0,13.74903,15.175,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,75,86446.0,15.48675,14.379,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,76,85107.0,17.6084,13.598,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,77,83609.0,19.72263,12.832,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,78,81960.0,22.45992,12.08,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
2025,Femmine,79,80119.0,25.80249,11.347,istat_tavole_mortalita,osservato,Tavole di mortalita' ISTAT per l'Italia; anno piu' vicino alla decorrenza disponibile nel payload.
