scenario,gettito_mld_anno,platea_mln,metodo,flag_qualita,limite
A_tetto_2500_netti,3.2171137496744646,1.104624,coda Pareto alpha=15.02 fittata su media classe aperta,stima_esplicita,condizionata alla media della classe aperta; unico dato di coda pubblicato
B_eccesso_misurato,,,controfattuale contributivo individuale,intervallo,"1,8-7,7 mld; serve modello per coorti"
